ID,TIMESTAMP,TIMESTAMPGMT+1,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Creativity
510,1328284834,2/3/20125:00:00PM,3.5,5,6,4,3.5
510,1328535792,2/6/20122:43:00PM,3,4,4,4,3
510,1328544035,2/6/20125:00:00PM,4,4,4.5,4.5,4
510,1328609641,2/7/201211:14:00AM,4.5,4,5.5,2.5,4.5
510,1328623668,2/7/20123:07:00PM,5,5,5.5,4,5.5
510,1328631277,2/7/20125:14:00PM,2.5,3.5,5.5,3,4.5
510,1328696056,2/8/201211:14:00AM,3,5.5,6,4,4.5
510,1328708508,2/8/20122:41:00PM,5.5,5.5,5,3,5
510,1328717074,2/8/20125:04:00PM,4,5.5,6.5,4,4.5
510,1328782953,2/9/201211:22:00AM,3.5,5,5.5,3,4.5
510,1328792688,2/9/20122:04:00PM,4.5,5.5,5.5,5.5,4
510,1328803875,2/9/20125:11:00PM,3.5,5,5.5,5,4.5
510,1328890212,2/10/20125:10:00PM,3.5,5,5.5,4,3.5
510,1329127444,2/13/201211:04:00AM,4.5,5.5,6,3,5
510,1329138903,2/13/20122:15:00PM,3.5,5.5,7,3,4
510,1329154779,2/13/20126:39:00PM,1.5,5.5,5,4,1.5
510,1329213875,2/14/201211:04:00AM,3,5.5,6.5,3,3.5
510,1329230098,2/14/20123:34:00PM,3.5,5.5,6,4,3.5
510,1329235812,2/14/20125:10:00PM,3,4.5,5.5,4,3.5
510,1329301494,2/15/201211:24:00AM,5,5.5,6,5,6.5
510,1329311801,2/15/20122:16:00PM,5,5.5,3,5,3
510,1329321856,2/15/20125:04:00PM,3,5,6,3,5
510,1329387184,2/16/201211:13:00AM,5,6,4.5,4,4.5
510,1329398394,2/16/20122:19:00PM,3,6,3.5,3.5,4
510,1329408457,2/16/20125:07:00PM,2,5.5,5,5.5,5
510,1329473043,2/17/201211:04:00AM,4.5,6,5,5.5,5
510,1329483770,2/17/20122:02:00PM,4,4,6,5,5
510,1329495682,2/17/20125:21:00PM,2.5,5,6,5.5,3.5
510,1329732089,2/20/201211:01:00AM,2,2.5,6.5,2,2.5
510,1329742855,2/20/20122:00:00PM,2,5,7,3,3
510,1329760819,2/20/20127:00:00PM,2.5,5,6.5,4,1.5
510,1329824177,2/21/201212:36:00PM,4,6,6,5,4
510,1329832291,2/21/20122:51:00PM,5,4,2.5,3.5,4
510,1329840256,2/21/20125:04:00PM,2.5,4,6.5,3,2.5
510,1329911019,2/22/201212:43:00PM,5,6.5,5,4.5,4
510,1329916812,2/22/20122:20:00PM,5,5.5,3,4.5,4
510,1329928039,2/22/20125:27:00PM,3.5,6,7,4.5,4
510,1329992039,2/23/201211:13:00AM,3,5.5,5,4.5,4
510,1330008039,2/23/20123:40:00PM,2.5,6,6,3,5
510,1330012946,2/23/20125:02:00PM,6,5.5,5,5,4.5
510,1330081153,2/24/201211:59:00AM,5,4.5,6,5,5
510,1330089443,2/24/20122:17:00PM,4,6.5,6,5,4
510,1330100167,2/24/20125:16:00PM,3.5,6,5.5,4,5
510,1330954651,3/5/20122:37:00PM,5.5,5.5,6,6,5
510,1330963432,3/5/20125:03:00PM,4,5,5.5,6,4.5
510,1331042598,3/6/20123:03:00PM,5.5,5.5,6.5,5.5,4.5
510,1331053403,3/6/20126:03:00PM,5,3.5,6.5,4,4.5
510,1331125748,3/7/20122:09:00PM,4,5.5,4.5,5,3
510,1331136278,3/7/20125:04:00PM,3,5,6,5,4
510,1331200950,3/8/201211:02:00AM,2,5.5,7,4.5,6
510,1331211993,3/8/20122:06:00PM,3.5,4,4,3,4
510,1331224705,3/8/20125:38:00PM,3,6,7,5,4.5
510,1331299018,3/9/20122:16:00PM,5,5.5,4,5.5,3.5
510,1331312717,3/9/20126:05:00PM,2.5,5.5,7,5,5.5
504,1327917766,1/30/201211:02:00AM,5,5.5,6,6.5,6.5
504,1327929019,1/30/20122:10:00PM,7,7,7,7,6.5
504,1327942063,1/30/20125:47:00PM,6.5,6,7,7,6.5
504,1328026300,1/31/20125:11:00PM,6.5,6,6.5,6.5,5.5
504,1328093942,2/1/201211:59:00AM,7,6.5,6.5,7,5.5
504,1328176829,2/2/201211:00:00AM,4.5,6.5,7,7,6.5
504,1328188215,2/2/20122:10:00PM,5.5,6.5,6.5,6.5,6.5
504,1328198453,2/2/20125:00:00PM,5.5,6.5,6.5,7,5
504,1328263268,2/3/201211:01:00AM,5.5,6.5,7,7,5.5
504,1328274139,2/3/20122:02:00PM,5.5,6.5,6.5,7,5.5
504,1328529467,2/6/201212:57:00PM,6.5,5.5,7,7,6.5
504,1328536907,2/6/20123:01:00PM,7,5.5,7,7,6
504,1328544038,2/6/20125:00:00PM,6.5,5.5,6.5,7,6
504,1328609256,2/7/201211:07:00AM,5,5.5,6.5,7,5
504,1328695578,2/8/201211:06:00AM,6.5,5.5,7,7,6.5
504,1328709346,2/8/20122:55:00PM,7,5.5,7,7,7
504,1328716848,2/8/20125:00:00PM,6.5,5.5,7,7,7
504,1328781816,2/9/201211:03:00AM,6.5,5.5,7,7,7
504,1328792434,2/9/20122:00:00PM,5,5.5,6.5,7,6
504,1328805341,2/9/20125:35:00PM,6.5,5.5,6.5,7,5.5
504,1328869206,2/10/201211:20:00AM,5,5.5,7,7,6
504,1328879583,2/10/20122:13:00PM,4.5,5.5,6,7,6.5
504,1328890578,2/10/20125:16:00PM,7,5.5,7,7,7
504,1329130330,2/13/201211:52:00AM,5,5.5,6.5,7,6.5
504,1329139043,2/13/20122:17:00PM,5,5.5,7,7,6
504,1329149262,2/13/20125:07:00PM,5.5,5.5,6.5,7,6.5
504,1329213629,2/14/201211:00:00AM,6.5,5.5,7,7,6.5
504,1329235816,2/14/20125:10:00PM,5,5.5,7,7,6.5
504,1329300083,2/15/201211:01:00AM,5,5.5,6,6.5,6.5
504,1329322666,2/15/20125:17:00PM,7,5.5,6.5,7,6.5
504,1329386438,2/16/201211:00:00AM,5,5.5,6.5,6.5,5
504,1329397688,2/16/20122:08:00PM,4.5,5.5,7,7,5
504,1329408104,2/16/20125:01:00PM,6.5,5.5,7,7,6.5
504,1329472941,2/17/201211:02:00AM,6.5,5.5,7,7,6
504,1329732660,2/20/201211:11:00AM,5,5.5,6.5,6.5,6.5
504,1329745291,2/20/20122:41:00PM,6.5,5.5,6.5,7,6.5
504,1329753640,2/20/20125:00:00PM,5,5.5,6.5,7,6.5
504,1329818928,2/21/201211:08:00AM,4,5.5,7,7,5
504,1329829519,2/21/20122:05:00PM,5,5.5,7,7,6
504,1329840076,2/21/20125:01:00PM,7,5.5,7,7,7
504,1329993429,2/23/201211:37:00AM,5,5.5,7,7,6.5
504,1330014006,2/23/20125:20:00PM,7,5.5,7,7,6.5
504,1330077838,2/24/201211:03:00AM,6.5,5.5,6.5,7,7
504,1330336893,2/27/201211:01:00AM,7,5.5,7,7,7
504,1330423350,2/28/201211:02:00AM,5.5,5.5,7,7,7
504,1330434028,2/28/20122:00:00PM,5,5.5,7,7,6.5
504,1330444901,2/28/20125:01:00PM,5,5.5,7,7,6.5
504,1330510731,2/29/201211:18:00AM,7,5.5,7,7,7
504,1330596783,3/1/201211:13:00AM,7,5.5,7,7,7
504,1330607646,3/1/20122:14:00PM,6.5,5.5,7,7,6.5
504,1330952533,3/5/20122:02:00PM,7,5.5,7,7,7
504,1330965486,3/5/20125:38:00PM,7,5.5,7,7,7
504,1331028094,3/6/201211:01:00AM,7,5.5,7,7,7
504,1331041593,3/6/20122:46:00PM,7,5.5,7,7,7
504,1331049933,3/6/20125:05:00PM,5,5.5,7,7,7
504,1331114860,3/7/201211:07:00AM,5,5.5,7,7,7
504,1331201214,3/8/201211:06:00AM,7,5.5,7,7,7
504,1331212584,3/8/20122:16:00PM,5.5,5.5,7,7,7
504,1331291761,3/9/201212:16:00PM,7,5.5,7,7,7
504,1331298262,3/9/20122:04:00PM,7,5.5,7,7,7
521,1328005239,1/31/201211:20:00AM,4,3.5,5.5,3.5,5.5
521,1328015874,1/31/20122:17:00PM,4,4,5.5,3,4
521,1328026025,1/31/20125:07:00PM,5,4,5.5,4.5,6
521,1328092291,2/1/201211:31:00AM,2.5,5,6,4.5,4.5
521,1328101519,2/1/20122:05:00PM,5.5,6.5,5.5,5.5,6.5
521,1328112453,2/1/20125:07:00PM,4,6,5,3,3
521,1328180966,2/2/201212:09:00PM,5,6.5,6,6,6.5
521,1328189831,2/2/20122:37:00PM,3.5,5.5,4,4,4
521,1328198953,2/2/20125:09:00PM,2.5,5,3.5,2,4
521,1328275743,2/3/20122:29:00PM,6,6,6,5.5,6
521,1328285439,2/3/20125:10:00PM,5,6,5,5,4
521,1328522550,2/6/201211:02:00AM,4.5,5.5,5.5,5.5,5.5
521,1328535881,2/6/20122:44:00PM,3.5,6,6,6,4.5
521,1328544848,2/6/20125:14:00PM,3.5,6.5,4.5,6.5,5
521,1328610333,2/7/201211:25:00AM,3,6,4,5.5,5.5
521,1328623921,2/7/20123:12:00PM,3.5,6.5,6,5.5,6
521,1328631726,2/7/20125:22:00PM,5.5,6,6,5.5,3.5
521,1328699557,2/8/201212:12:00PM,4,6,5.5,5.5,5
521,1328706094,2/8/20122:01:00PM,4.5,6,5,5,5
521,1328717100,2/8/20125:05:00PM,2,4.5,3,3.5,3.5
521,1328783690,2/9/201211:34:00AM,5,6,4,5.5,4.5
521,1328793422,2/9/20122:17:00PM,6.5,6,5,5.5,5.5
521,1328805023,2/9/20125:30:00PM,5.5,6.5,5.5,6,5
521,1328881120,2/10/20122:38:00PM,5,6,5.5,5,5.5
521,1328889820,2/10/20125:03:00PM,3.5,4.5,2.5,2,2
521,1329139087,2/13/20122:18:00PM,5,6,6.5,6,6
521,1329149412,2/13/20125:10:00PM,6,4.5,6,4,4.5
521,1329222433,2/14/20121:27:00PM,5,6,5.5,5.5,5
521,1329226169,2/14/20122:29:00PM,4,5.5,4,6,6
521,1329236125,2/14/20125:15:00PM,4,5.5,5,5,6
521,1329307932,2/15/20121:12:00PM,2.5,5,4,6,4.5
521,1329390124,2/16/201212:02:00PM,3,5,5.5,6,5
521,1329398890,2/16/20122:28:00PM,3,6,5.5,5.5,3.5
521,1329408474,2/16/20125:07:00PM,3.5,6,5,5,5
521,1329485157,2/17/20122:25:00PM,4,5.5,4.5,5,4.5
521,1329498360,2/17/20126:06:00PM,2,5,3,4,5
521,1329732347,2/20/201211:05:00AM,3.5,5.5,4.5,5,4.5
521,1329744553,2/20/20122:29:00PM,4,5,5,4,5.5
521,1329753820,2/20/20125:03:00PM,4,5.5,5,5.5,5.5
521,1329821973,2/21/201211:59:00AM,4,6,5,4.5,4.5
521,1329830878,2/21/20122:27:00PM,4,5,5,5.5,5
521,1329842298,2/21/20125:38:00PM,5,6,4.5,5,5
521,1329907027,2/22/201211:37:00AM,4.5,5,4.5,4,5
521,1329916168,2/22/20122:09:00PM,3.5,5,5,5,4
521,1330004151,2/23/20122:35:00PM,4,5.5,4,5,4.5
521,1330009384,2/23/20124:03:00PM,3,5,5,5.5,4
521,1330013161,2/23/20125:06:00PM,3,4,5,5.5,4.5
521,1330089616,2/24/20122:20:00PM,4,5.5,5,5.5,4.5
521,1330100804,2/24/20125:26:00PM,4,6,5,5,5
521,1330343374,2/27/201212:49:00PM,3.5,5,4.5,5,4
521,1330351275,2/27/20123:01:00PM,4,5.5,5,5.5,4.5
521,1330358858,2/27/20125:07:00PM,4,4,4,4,4
521,1330424626,2/28/201211:23:00AM,3,5.5,5.5,6,4.5
521,1330434271,2/28/20122:04:00PM,3,6,5.5,5.5,5
521,1330513213,2/29/201212:00:00PM,3.5,5,5,5,3.5
521,1330524614,2/29/20123:10:00PM,4,5,5.5,5,5
521,1330532843,2/29/20125:27:00PM,4,5.5,5,6,4.5
521,1330597743,3/1/201211:29:00AM,3,6,5.5,6,4.5
521,1330607345,3/1/20122:09:00PM,4,6,4.5,6,4.5
521,1330619105,3/1/20125:25:00PM,4.5,6,5,5.5,5
521,1330943512,3/5/201211:31:00AM,3.5,5.5,5,5,5
521,1330953687,3/5/20122:21:00PM,3.5,6,5,5.5,4.5
521,1330964234,3/5/20125:17:00PM,2,6,4.5,6,5
521,1331028949,3/6/201211:15:00AM,2.5,6,6,6,5
521,1331043924,3/6/20123:25:00PM,3,5.5,4,4.5,5
521,1331052456,3/6/20125:47:00PM,3,5.5,6,5.5,5.5
521,1331117599,3/7/201211:53:00AM,4,6,5.5,4.5,5
521,1331125901,3/7/20122:11:00PM,4,6.5,5,6,4
521,1331203945,3/8/201211:52:00AM,2,6,5,5.5,4.5
521,1331220043,3/8/20124:20:00PM,3,4,5.5,6.5,3.5
521,1331222707,3/8/20125:05:00PM,2.5,5,4,5.5,4.5
521,1331291719,3/9/201212:15:00PM,4,6.5,6,6,4.5
521,1331299478,3/9/20122:24:00PM,5.5,6.5,6,5,4
511,1327922548,1/30/201212:22:00PM,6,5,6,5,5
511,1327929395,1/30/20122:16:00PM,3.5,4.5,5,5,4.5
511,1327942079,1/30/20125:47:00PM,2.5,5,5,5.5,3.5
511,1328004025,1/31/201211:00:00AM,4,6,5,5.5,5
511,1328017300,1/31/20122:41:00PM,6,5.5,5,4.5,4
511,1328027964,1/31/20125:39:00PM,5,6,6.5,5,4.5
511,1328092920,2/1/201211:42:00AM,2.5,5,5,5,3
511,1328105141,2/1/20123:05:00PM,3.5,5.5,5,5,4
511,1328115468,2/1/20125:57:00PM,4.5,5.5,4.5,6,4.5
511,1328178363,2/2/201211:26:00AM,3.5,5.5,6,6.5,5
511,1328189290,2/2/20122:28:00PM,5,5.5,4,5,4.5
511,1328198472,2/2/20125:01:00PM,2.5,5.5,5.5,6,4.5
511,1328263947,2/3/201211:12:00AM,3.5,5,5,5,3.5
511,1328275250,2/3/20122:20:00PM,4.5,6,3.5,5.5,4.5
511,1328536139,2/6/20122:48:00PM,3,5.5,4.5,1.5,3.5
511,1328552112,2/6/20127:15:00PM,2,5.5,4.5,4.5,4
511,1328610373,2/7/201211:26:00AM,3,6,6,6,5
511,1328623707,2/7/20123:08:00PM,4.5,5,5.5,3.5,3.5
511,1328630880,2/7/20125:08:00PM,1.5,4.5,4.5,4.5,3.5
511,1328695682,2/8/201211:08:00AM,2.5,5.5,6,5.5,4.5
511,1328709838,2/8/20123:03:00PM,3.5,5.5,6,6,4
511,1328717327,2/8/20125:08:00PM,3.5,5,5.5,5,4
511,1328783876,2/9/201211:37:00AM,3.5,5,5.5,5,4.5
511,1328792716,2/9/20122:05:00PM,3,6,5,5.5,4.5
511,1328804018,2/9/20125:13:00PM,2.5,5.5,4.5,5,3
511,1328868162,2/10/201211:02:00AM,3,4.5,6,5.5,4.5
511,1328878861,2/10/20122:01:00PM,3.5,5,4.5,4,3
511,1328895401,2/10/20126:36:00PM,4,6,6,4,5
511,1329130287,2/13/201211:51:00AM,4.5,5.5,5.5,5.5,4.5
511,1329154932,2/13/20126:42:00PM,4.5,5.5,6,4,5.5
511,1329213726,2/14/201211:02:00AM,5,5.5,6,4,5
511,1329226914,2/14/20122:41:00PM,4.5,5.5,5.5,5.5,5.5
511,1329300931,2/15/201211:15:00AM,2.5,5.5,6.5,6.5,4
511,1329313810,2/15/20122:50:00PM,4.5,6,5,5.5,4.5
511,1329322028,2/15/20125:07:00PM,3.5,5.5,6.5,5.5,5
511,1329387248,2/16/201211:14:00AM,5.5,5.5,5.5,5.5,5.5
511,1329398019,2/16/20122:13:00PM,5,6,6,5.5,4.5
511,1329409073,2/16/20125:17:00PM,2,5,4.5,4,4
511,1329473433,2/17/201211:10:00AM,3.5,5.5,6,5,5.5
511,1329484065,2/17/20122:07:00PM,5,6,5.5,5.5,5
511,1329732298,2/20/201211:04:00AM,4.5,5.5,6,5,4
511,1329743965,2/20/20122:19:00PM,2,5.5,5.5,4,3
511,1329755620,2/20/20125:33:00PM,3,5.5,5.5,4.5,4.5
511,1329818850,2/21/201211:07:00AM,3.5,5.5,6,5,5
511,1329831043,2/21/20122:30:00PM,4.5,4.5,4.5,5.5,4
511,1329842052,2/21/20125:34:00PM,3,5.5,6,4.5,4
511,1329910423,2/22/201212:33:00PM,4.5,5.5,6.5,4,5.5
511,1329916609,2/22/20122:16:00PM,4,6,5.5,5.5,4
511,1329929341,2/22/20125:49:00PM,3.5,5.5,6,5.5,5
511,1329995281,2/23/201212:08:00PM,3,6,6,5.5,5.5
511,1330008725,2/23/20123:52:00PM,3.5,5,6.5,6,5.5
511,1330014181,2/23/20125:23:00PM,3.5,6,6,5.5,4.5
511,1330082897,2/24/201212:28:00PM,5.5,5.5,6.5,4,5.5
511,1330090753,2/24/20122:39:00PM,3.5,6,6,5.5,4.5
511,1330099938,2/24/20125:12:00PM,3,6,4,5.5,4
511,1330337300,2/27/201211:08:00AM,4,5.5,6,5.5,4
511,1330348628,2/27/20122:17:00PM,3,6,6.5,5.5,5
511,1330359809,2/27/20125:23:00PM,3.5,5.5,7,5,5
511,1330424002,2/28/201211:13:00AM,3.5,5.5,6,5.5,4.5
511,1330434035,2/28/20122:00:00PM,3.5,5.5,5,5,4.5
511,1330445318,2/28/20125:08:00PM,3,5.5,6,5,4.5
511,1330510807,2/29/201211:20:00AM,3,5.5,6,5,4
511,1330525623,2/29/20123:27:00PM,3,5.5,4,4.5,4.5
511,1330597577,3/1/201211:26:00AM,5,6,6,4,5.5
511,1330606951,3/1/20122:02:00PM,2.5,5.5,5,3,2.5
511,1330618465,3/1/20125:14:00PM,2.5,5.5,5.5,3.5,3.5
511,1330693889,3/2/20122:11:00PM,4,6,3.5,4.5,2.5
511,1330704907,3/2/20125:15:00PM,3,5.5,3,5,3
511,1330941988,3/5/201211:06:00AM,3,6,6,6,4.5
511,1330955317,3/5/20122:48:00PM,4,5,6,5,3.5
511,1330963988,3/5/20125:13:00PM,4.5,4,5.5,4.5,4.5
511,1331031935,3/6/201212:05:00PM,4.5,5.5,6,5,5
511,1331039543,3/6/20122:12:00PM,4,6,5.5,4.5,4.5
511,1331051865,3/6/20125:37:00PM,4.5,6,5.5,5.5,4
511,1331115665,3/7/201211:21:00AM,3.5,6,6.5,5.5,5.5
511,1331128916,3/7/20123:01:00PM,4.5,5.5,5.5,5,5
511,1331136390,3/7/20125:06:00PM,4.5,6,5,5.5,4.5
511,1331201868,3/8/201211:17:00AM,4,6,6.5,5.5,4.5
511,1331212444,3/8/20122:14:00PM,4,6,6,5,6
511,1331222865,3/8/20125:07:00PM,3,5.5,6,5.5,4.5
511,1331287735,3/9/201211:08:00AM,4,6.5,6.5,6.5,6
511,1331299835,3/9/20122:30:00PM,4.5,5.5,6,4,5
511,1331309108,3/9/20125:05:00PM,5,5.5,5,5.5,5
542,1327918142,1/30/201211:09:00AM,4.5,4.5,4.5,6,5
542,1327932573,1/30/20123:09:00PM,4.5,5,5,5,4
542,1327939283,1/30/20125:01:00PM,5,5,5.5,5.5,5
542,1328007971,1/31/201212:06:00PM,4,3,5.5,3.5,5
542,1328016939,1/31/20122:35:00PM,5.5,5,5,5,4
542,1328025765,1/31/20125:02:00PM,4,3,5.5,3,4.5
542,1328094161,2/1/201212:02:00PM,3.5,5.5,5.5,4.5,4
542,1328176863,2/2/201211:01:00AM,4,4,5.5,4,4.5
542,1328189649,2/2/20122:34:00PM,4,5,6,6,4
542,1328198497,2/2/20125:01:00PM,3.5,5,5.5,5.5,5
542,1328263261,2/3/201211:01:00AM,3.5,4.5,4,5.5,4
542,1328274825,2/3/20122:13:00PM,5.5,4.5,3,5.5,5.5
542,1328523288,2/6/201211:14:00AM,4,5,6,6,4.5
542,1328535203,2/6/20122:33:00PM,5.5,4.5,5.5,5,5.5
542,1328544672,2/6/20125:11:00PM,4,5.5,6,6,5.5
542,1328608863,2/7/201211:01:00AM,4,5.5,6,6,5.5
542,1328619644,2/7/20122:00:00PM,4.5,5.5,6,6,6
542,1328630492,2/7/20125:01:00PM,4.5,5.5,6.5,6,5.5
542,1328696410,2/8/201211:20:00AM,3,5.5,4.5,6,3.5
542,1328706347,2/8/20122:05:00PM,4,4,5.5,5.5,4.5
542,1328716938,2/8/20125:02:00PM,3.5,5.5,6.5,6,5.5
542,1328792425,2/9/20122:00:00PM,4,5,6,6.5,5.5
542,1328803967,2/9/20125:12:00PM,6.5,5.5,6.5,6.5,6
542,1328876037,2/10/20121:13:00PM,4,4,6.5,4.5,6
542,1328881896,2/10/20122:51:00PM,4,5.5,6.5,6,6
542,1328894523,2/10/20126:22:00PM,4,4.5,6.5,6,5.5
542,1329226290,2/14/20122:31:00PM,4,5.5,6,6,3.5
542,1329235216,2/14/20125:00:00PM,4,5.5,6,5.5,4.5
542,1329302317,2/15/201211:38:00AM,4,6,6.5,6.5,6
542,1329323852,2/15/20125:37:00PM,5,5.5,6.5,6,6.5
542,1329386459,2/16/201211:00:00AM,6,6,6,6,6
542,1329399817,2/16/20122:43:00PM,5.5,4.5,6.5,6,6
542,1329413268,2/16/20126:27:00PM,6,5.5,5.5,4,6
542,1329472927,2/17/201211:02:00AM,6,6,6.5,5.5,5.5
542,1329489659,2/17/20123:40:00PM,4.5,3.5,6.5,6,6
542,1329494762,2/17/20125:06:00PM,4,6,6.5,6,6
542,1329734194,2/20/201211:36:00AM,3.5,5,6,5.5,4.5
542,1329748624,2/20/20123:37:00PM,4,5.5,5.5,6,5.5
542,1329755515,2/20/20125:31:00PM,4.5,5.5,6.5,6,5
542,1329843472,2/21/20125:57:00PM,4,4.5,6.5,6.5,5
542,1329918636,2/22/20122:50:00PM,5.5,4.5,6.5,5.5,5.5
542,1329933653,2/22/20127:00:00PM,4.5,4.5,6,5.5,5.5
542,1329999275,2/23/20121:14:00PM,5.5,2.5,6,4,4.5
542,1330084448,2/24/201212:54:00PM,2.5,5.5,6.5,6.5,5.5
542,1330092371,2/24/20123:06:00PM,4.5,4,6.5,6,5
542,1330103878,2/24/20126:17:00PM,5,5,6,6,4
542,1330350382,2/27/20122:46:00PM,4,5.5,4.5,5.5,5
542,1330358877,2/27/20125:07:00PM,4.5,5,6.5,5.5,5
542,1330427593,2/28/201212:13:00PM,4.5,5.5,6,5.5,5.5
542,1330436081,2/28/20122:34:00PM,4,6,5.5,6,5.5
542,1330447977,2/28/20125:52:00PM,4,5.5,6,5.5,5.5
542,1330512207,2/29/201211:43:00AM,4,6,5.5,5.5,5
542,1330533239,2/29/20125:33:00PM,4,5.5,5.5,6.5,5.5
542,1330608412,3/1/20122:26:00PM,4,5,6,6.5,5.5
542,1330617728,3/1/20125:02:00PM,4.5,5,6.5,6,5.5
542,1330696177,3/2/20122:49:00PM,5,4.5,6,6,6
542,1330944054,3/5/201211:40:00AM,4.5,5.5,6.5,5.5,5
542,1331049996,3/6/20125:06:00PM,5,5.5,5.5,6.5,6
542,1331114717,3/7/201211:05:00AM,4.5,6.5,6,6.5,6
542,1331125663,3/7/20122:07:00PM,4.5,5.5,6,5.5,5.5
542,1331138684,3/7/20125:44:00PM,3.5,5,5.5,5.5,4
542,1331203396,3/8/201211:43:00AM,5.5,4.5,6.5,6,5
542,1331218834,3/8/20124:00:00PM,3.5,4.5,6.5,5.5,5
534,1328004242,1/31/201211:04:00AM,4,5.5,6,6,5.5
534,1328014997,1/31/20122:03:00PM,5.5,5.5,5.5,5.5,5.5
534,1328027216,1/31/20125:26:00PM,4,6,6,5.5,5.5
534,1328101765,2/1/20122:09:00PM,3,3.5,4,4,3
534,1328187655,2/2/20122:00:00PM,4,5,4,5.5,5
534,1328199455,2/2/20125:17:00PM,4,5,5,5.5,5
534,1328274075,2/3/20122:01:00PM,4,5.5,4.5,5.5,5.5
534,1328284967,2/3/20125:02:00PM,3.5,5.5,5,5.5,3.5
534,1328522699,2/6/201211:04:00AM,2.5,4.5,4,4.5,4
534,1328533662,2/6/20122:07:00PM,4,5,5.5,5.5,5
534,1328546302,2/6/20125:38:00PM,3.5,5,5.5,5.5,4.5
534,1328619724,2/7/20122:02:00PM,4,5.5,5.5,5.5,5
534,1328635595,2/7/20126:26:00PM,6,6,4,5.5,5.5
534,1328696410,2/8/201211:20:00AM,4,4.5,6,5.5,5.5
534,1328707448,2/8/20122:24:00PM,4.5,6,6.5,6.5,6
534,1328718687,2/8/20125:31:00PM,4,5.5,5.5,5.5,5.5
534,1328792431,2/9/20122:00:00PM,4,5.5,5.5,5.5,6
534,1328804059,2/9/20125:14:00PM,4,5,5.5,5.5,5.5
534,1328868102,2/10/201211:01:00AM,4,5.5,6,6,6
534,1328880424,2/10/20122:27:00PM,4,5,4,5.5,5.5
534,1328893296,2/10/20126:01:00PM,5,6,3.5,5.5,5.5
534,1329149869,2/13/20125:17:00PM,3.5,6,5.5,5.5,5.5
534,1329228512,2/14/20123:08:00PM,3,5.5,5.5,5.5,5.5
534,1329238189,2/14/20125:49:00PM,4,5,5,5.5,5.5
534,1329300104,2/15/201211:01:00AM,2.5,4,5.5,4,5.5
534,1329312520,2/15/20122:28:00PM,5,5,5.5,5.5,5.5
534,1329323392,2/15/20125:29:00PM,4,5.5,6,6,5.5
534,1329402521,2/16/20123:28:00PM,3.5,5.5,5.5,5.5,5.5
534,1329412035,2/16/20126:07:00PM,4,5.5,5.5,5.5,6
534,1329474057,2/17/201211:20:00AM,4,5,5.5,5.5,5
534,1329486973,2/17/20122:56:00PM,3.5,5,5.5,5.5,5.5
534,1329498754,2/17/20126:12:00PM,4,5,5.5,5.5,5.5
534,1329733863,2/20/201211:31:00AM,5,5.5,5.5,5.5,5.5
534,1329744654,2/20/20122:30:00PM,4,5.5,6,4,6
534,1329756588,2/20/20125:49:00PM,3.5,5,6,5.5,5
534,1329829403,2/21/20122:03:00PM,3.5,5,5.5,5.5,5.5
534,1329844613,2/21/20126:16:00PM,4,5,5.5,6,5.5
534,1329928679,2/22/20125:37:00PM,4,5.5,5.5,5.5,5.5
534,1330002356,2/23/20122:05:00PM,4,5.5,5.5,5.5,5.5
534,1330017054,2/23/20126:10:00PM,4,5,5.5,5.5,5.5
534,1330091239,2/24/20122:47:00PM,3.5,5.5,6,6,5.5
534,1330101563,2/24/20125:39:00PM,3.5,5,5.5,6,5.5
534,1330349662,2/27/20122:34:00PM,4,5,6,6.5,5
534,1330362274,2/27/20126:04:00PM,4,5,5.5,5.5,5.5
534,1330440057,2/28/20123:40:00PM,4,5.5,6,6,5.5
534,1330449802,2/28/20126:23:00PM,4,5.5,5.5,5.5,5.5
534,1330522462,2/29/20122:34:00PM,4,5.5,5.5,5.5,4
534,1330536847,2/29/20126:34:00PM,4,5.5,6,5.5,6
534,1330611048,3/1/20123:10:00PM,3.5,5,5.5,6,5.5
534,1330618527,3/1/20125:15:00PM,4,5,5.5,5.5,5.5
534,1330957807,3/5/20123:30:00PM,4,5.5,5.5,5.5,5.5
534,1330963856,3/5/20125:10:00PM,4,5.5,5.5,5.5,5.5
534,1331039961,3/6/20122:19:00PM,4,5,5.5,5.5,5.5
534,1331054226,3/6/20126:17:00PM,4,5,5.5,5.5,5.5
534,1331136104,3/7/20125:01:00PM,4,5,5.5,5.5,5.5
534,1331214851,3/8/20122:54:00PM,4,5.5,5.5,5.5,5.5
534,1331222547,3/8/20125:02:00PM,4,5.5,5.5,5.5,5.5
534,1331301249,3/9/20122:54:00PM,6,5.5,5.5,6,6
522,1327917778,1/30/201211:02:00AM,2.5,4,5.5,2.5,2.5
522,1327932900,1/30/20123:15:00PM,2.5,5,5.5,4,2.5
522,1327939357,1/30/20125:02:00PM,2.5,4,4.5,5,4
522,1328008881,1/31/201212:21:00PM,3.5,5,5.5,5,5.5
522,1328017567,1/31/20122:46:00PM,2.5,5,5.5,5.5,4
522,1328027448,1/31/20125:30:00PM,2,4,4,4,3
522,1328177158,2/2/201211:05:00AM,5,5.5,5.5,6,4.5
522,1328189650,2/2/20122:34:00PM,3,5,6,6,4.5
522,1328198705,2/2/20125:05:00PM,3,4,4,4,4
